,bid_prc1,bid_vol1,ask_prc1,ask_vol1,bid_prc2,bid_vol2,ask_prc2,ask_vol2,bid_prc3,bid_vol3,ask_prc3,ask_vol3,bid_prc4,bid_vol4,ask_prc4,ask_vol4,bid_prc5,bid_vol5,ask_prc5,ask_vol5,bid_prc6,bid_vol6,ask_prc6,ask_vol6,bid_prc7,bid_vol7,ask_prc7,ask_vol7,bid_prc8,bid_vol8,ask_prc8,ask_vol8,bid_prc9,bid_vol9,ask_prc9,ask_vol9,bid_prc10,bid_vol10,ask_prc10,ask_vol10,bid_prc11,bid_vol11,ask_prc11,ask_vol11,bid_prc12,bid_vol12,ask_prc12,ask_vol12,bid_prc13,bid_vol13,ask_prc13,ask_vol13,bid_prc14,bid_vol14,ask_prc14,ask_vol14,bid_prc15,bid_vol15,ask_prc15,ask_vol15,bid_prc16,bid_vol16,ask_prc16,ask_vol16,bid_prc17,bid_vol17,ask_prc17,ask_vol17,bid_prc18,bid_vol18,ask_prc18,ask_vol18,bid_prc19,bid_vol19,ask_prc19,ask_vol19,bid_prc20,bid_vol20,ask_prc20,ask_vol20,date
0,59204.0,0.071,59204.1,0.20923628,59202.0,0.0335,59206.0,0.070897,59201.9,0.0375,59206.6,0.00230274,59200.3,0.04052399,59207.9,0.02010001,59200.2,0.02534,59208.0,0.0335,59200.1,0.0312,59208.1,0.0375,59200.0,0.0149,59209.0,0.0104191,59198.4,0.05432913,59209.9,0.07699571,59198.0,0.0335,59210.0,0.0335,59197.1,0.04800002,59210.9,0.12832616,59197.0,0.08,59212.0,0.0335,59196.4,0.01098395,59213.2,1.5e-05,59196.1,0.00020698,59213.8,0.02619589,59196.0,0.0335,59213.9,0.0422268,59195.9,0.17100002,59214.0,0.0335,59195.8,0.285,59214.1,0.1935,59195.4,1.5e-05,59214.2,0.04,59195.1,0.1689,59214.9,0.113187,59194.5,0.00139035,59215.1,0.0084455,59194.0,0.0335,59215.2,0.01,2024-07-13 23:59:33.908000
1,59204.0,0.071,59204.1,0.20923628,59202.0,0.0335,59206.0,0.070897,59201.9,0.0375,59206.6,0.00230274,59200.3,0.04052399,59207.9,0.02010001,59200.2,0.02534,59208.0,0.0335,59200.1,0.0312,59208.1,0.0375,59200.0,0.0149,59209.0,0.0104191,59198.4,0.05432913,59209.9,0.07699571,59198.0,0.0335,59210.0,0.0335,59197.1,0.04800002,59210.9,0.12832616,59197.0,0.08,59212.0,0.0335,59196.4,0.01098395,59213.2,1.5e-05,59196.1,0.00020698,59213.7,0.0006238,59196.0,0.0335,59213.8,0.02545576,59195.9,0.17100002,59213.9,0.0422268,59195.8,0.285,59214.0,0.0335,59195.4,1.5e-05,59214.1,0.1935,59195.1,0.1689,59214.2,0.04,59194.5,0.00139035,59214.9,0.113187,59194.0,0.0335,59215.1,0.0084455,2024-07-13 23:59:34.008000
2,59202.0,0.05475271,59202.1,0.20559144,59201.9,0.0375,59203.9,0.09374513,59200.1,0.0312,59204.0,0.0335,59200.0,0.0149,59204.1,0.02,59198.0,0.0335,59206.0,0.070897,59197.2,0.0422268,59206.6,0.00230274,59197.1,0.02010007,59207.0,0.0104191,59196.2,0.00022412,59207.9,0.02010001,59196.1,0.04243521,59208.0,0.0335,59196.0,0.0335,59208.1,0.3225,59195.9,0.17100002,59209.8,0.04222823,59195.8,0.285,59209.9,0.07699571,59195.4,1.5e-05,59210.0,0.0335,59195.3,0.01098395,59210.9,0.12832616,59194.5,0.00139035,59212.0,0.0335,59194.0,0.0335,59213.2,1.5e-05,59193.9,0.024,59213.6,0.00062959,59193.8,0.1689,59213.7,0.0422268,59193.7,0.08,59213.8,0.02545576,59193.4,0.113187,59213.9,0.0422268,2024-07-13 23:59:34.108000
3,59202.0,0.0335,59202.1,0.20559144,59201.9,0.0375,59203.9,0.02010005,59200.2,0.02766004,59204.0,0.0335,59200.1,0.0312,59204.1,0.02,59200.0,0.0149,59206.0,0.070897,59198.0,0.0335,59206.6,0.00230274,59197.1,0.02010007,59207.0,0.0104191,59196.2,0.00022412,59207.9,0.02010001,59196.1,0.04222823,59208.0,0.22700003,59196.0,0.0335,59208.1,0.3225,59195.9,0.17100002,59209.8,0.04222823,59195.8,0.285,59210.0,0.0335,59195.4,1.5e-05,59210.9,0.12832616,59195.3,0.01098395,59212.0,0.0335,59194.5,0.00139035,59213.2,1.5e-05,59194.0,0.0335,59213.6,0.00062959,59193.9,0.024,59213.7,0.0422268,59193.8,0.1689,59213.8,0.02545576,59193.7,0.08,59213.9,0.0422268,59193.4,0.113187,59214.0,0.0335,2024-07-13 23:59:34.208000
4,59202.0,0.0335,59202.1,0.20559144,59201.9,0.0375,59203.9,0.02010005,59200.2,0.02766004,59204.0,0.0335,59200.1,0.0312,59204.1,0.02,59200.0,0.0149,59206.0,0.070657,59198.0,0.0335,59206.6,0.00230274,59197.1,0.02010007,59207.0,0.0104191,59196.2,0.00022412,59207.9,0.02010001,59196.1,0.04222823,59208.0,0.22700003,59196.0,0.0335,59208.1,0.3225,59195.9,0.17100002,59209.8,0.04222823,59195.8,0.285,59210.0,0.0335,59195.4,1.5e-05,59210.9,0.12832616,59195.3,0.01098395,59212.0,0.0335,59194.5,0.00139035,59213.2,1.5e-05,59194.0,0.0335,59213.6,0.00062959,59193.9,0.024,59213.7,0.0422268,59193.8,0.1689,59213.8,0.02545576,59193.6,0.02,59213.9,0.0422268,59193.4,0.113187,59214.0,0.0335,2024-07-13 23:59:34.308000
5,59202.0,0.0335,59202.1,0.20559144,59201.9,0.0375,59203.9,0.02010005,59200.2,0.02766004,59204.0,0.0335,59200.1,0.0312,59204.1,0.02,59200.0,0.0149,59206.0,0.070657,59198.0,0.0335,59206.6,0.00230274,59197.1,0.02010007,59207.0,0.0104191,59196.2,0.00022412,59207.9,0.02010001,59196.1,0.04222823,59208.0,0.22700003,59196.0,0.0335,59208.1,0.3225,59195.9,0.17100002,59209.8,0.04222823,59195.8,0.285,59210.0,0.0335,59195.4,1.5e-05,59210.9,0.12832616,59195.3,0.01098395,59212.0,0.0335,59194.5,0.00139035,59213.2,1.5e-05,59194.0,0.0335,59213.6,0.00062959,59193.9,0.024,59213.7,0.0422268,59193.8,0.1689,59213.8,0.02545576,59193.6,0.02,59213.9,0.0422268,59193.4,0.113187,59214.0,0.0335,2024-07-13 23:59:34.408000
6,59202.0,0.03326,59202.1,0.20559144,59201.9,0.0375,59203.9,0.02010005,59200.2,0.02766004,59204.0,0.0335,59200.1,0.0312,59204.1,0.02,59200.0,0.0149,59206.0,0.070657,59198.0,0.0335,59206.6,0.00230274,59197.1,0.02010007,59207.0,0.0104191,59196.2,0.00022412,59207.9,0.02010001,59196.1,0.04222823,59208.0,0.22700003,59196.0,0.0335,59208.1,0.3225,59195.9,0.17100002,59209.8,0.04222823,59195.8,0.285,59210.0,0.0335,59195.4,1.5e-05,59210.9,0.12832616,59195.3,0.01098395,59212.0,0.0335,59194.5,0.00139035,59213.2,1.5e-05,59194.0,0.0335,59213.6,0.00062959,59193.9,0.024,59213.7,0.0422268,59193.8,0.1689,59213.8,0.02545576,59193.6,0.02,59213.9,0.0422268,59193.4,0.113187,59214.0,0.0335,2024-07-13 23:59:34.508000
7,59202.0,0.03326,59202.1,0.20559144,59201.9,0.0375,59203.9,0.02010005,59200.2,0.02766004,59204.0,0.0335,59200.1,0.0312,59204.1,0.02,59200.0,0.0149,59206.0,0.070657,59198.0,0.0335,59206.6,0.00230274,59197.1,0.02010007,59207.0,0.0104191,59196.2,0.00022412,59207.7,0.04800002,59196.1,0.04222823,59207.8,0.08,59196.0,0.0335,59208.0,0.22700003,59195.9,0.17100002,59208.1,0.3225,59195.8,0.285,59210.0,0.0335,59195.4,1.5e-05,59210.9,0.12832616,59195.3,0.01098395,59212.0,0.0335,59194.5,0.00139035,59213.2,1.5e-05,59194.0,0.0335,59213.6,0.00062959,59193.9,0.024,59213.7,0.0422268,59193.8,0.1689,59213.8,0.02545576,59193.6,0.02,59214.0,0.0335,59193.4,0.113187,59214.1,0.1935,2024-07-13 23:59:34.608000
8,59202.0,0.03326,59202.1,0.20559144,59201.9,0.0375,59203.9,0.02010005,59200.2,0.02766004,59204.0,0.0335,59200.1,0.0312,59204.1,0.02,59200.0,0.0149,59206.0,0.070657,59198.0,0.0335,59206.6,0.00230274,59197.1,0.02010007,59207.0,0.0104191,59196.2,0.00022412,59207.7,0.04800002,59196.1,0.04222823,59207.8,0.08,59196.0,0.0335,59208.0,0.22700003,59195.9,0.17100002,59208.1,0.3225,59195.8,0.285,59210.0,0.0335,59195.4,1.5e-05,59210.9,0.12832616,59195.3,0.01098395,59212.0,0.0335,59194.5,0.00139035,59213.2,1.5e-05,59194.0,0.0335,59213.6,0.00062959,59193.9,0.024,59213.7,0.0422268,59193.8,0.1689,59213.8,0.02545576,59193.6,0.02,59214.0,0.0335,59193.4,0.113187,59214.1,0.1935,2024-07-13 23:59:34.708000
9,59202.0,0.03326,59202.1,0.20559144,59201.9,0.0375,59203.9,0.02010005,59200.2,0.02766004,59204.0,0.0335,59200.1,0.0312,59204.1,0.02,59200.0,0.0149,59206.0,0.070657,59198.0,0.0335,59206.6,0.00230274,59197.1,0.02010007,59207.0,0.0104191,59196.2,0.00022412,59207.5,0.04800003,59196.1,0.04222823,59207.6,0.08,59196.0,0.0335,59208.0,0.22700003,59195.9,0.17100002,59208.1,0.3225,59195.8,0.285,59210.0,0.0335,59195.4,1.5e-05,59210.9,0.12832616,59195.3,0.01098395,59212.0,0.0335,59194.5,0.00139035,59213.2,1.5e-05,59194.0,0.0335,59213.6,0.00062959,59193.9,0.024,59213.7,0.0422268,59193.8,0.1689,59213.8,0.02545576,59193.6,0.02,59214.0,0.0335,59193.4,0.113187,59214.1,0.1935,2024-07-13 23:59:34.808000
